Region,LGA,Quarter,Count,Median,Property Type,Number of Bedrooms
Barwon South West,Corangamite,2007Q2,29.0,180.0,House,3
Barwon South West,Corangamite,2007Q3,48.0,168.0,House,3
Barwon South West,Corangamite,2007Q4,45.0,165.0,House,3
Barwon South West,Corangamite,2008Q1,41.0,165.0,House,3
Barwon South West,Corangamite,2008Q2,52.0,170.0,House,3
Barwon South West,Corangamite,2008Q3,39.0,190.0,House,3
Barwon South West,Corangamite,2008Q4,27.0,175.0,House,3
Barwon South West,Corangamite,2009Q1,56.0,188.0,House,3
Barwon South West,Corangamite,2009Q2,34.0,180.0,House,3
Barwon South West,Corangamite,2009Q3,51.0,200.0,House,3
Barwon South West,Corangamite,2009Q4,47.0,190.0,House,3
Barwon South West,Corangamite,2010Q1,56.0,200.0,House,3
Barwon South West,Corangamite,2010Q2,29.0,200.0,House,3
Barwon South West,Corangamite,2010Q3,47.0,200.0,House,3
Barwon South West,Corangamite,2010Q4,37.0,200.0,House,3
Barwon South West,Corangamite,2011Q1,43.0,200.0,House,3
Barwon South West,Corangamite,2011Q2,46.0,210.0,House,3
Barwon South West,Corangamite,2011Q3,41.0,220.0,House,3
Barwon South West,Corangamite,2011Q4,33.0,220.0,House,3
Barwon South West,Corangamite,2012Q1,51.0,220.0,House,3
Barwon South West,Corangamite,2012Q2,36.0,213.0,House,3
Barwon South West,Corangamite,2012Q3,42.0,200.0,House,3
Barwon South West,Corangamite,2012Q4,33.0,220.0,House,3
Barwon South West,Corangamite,2013Q1,48.0,223.0,House,3
Barwon South West,Corangamite,2013Q2,35.0,200.0,House,3
Barwon South West,Corangamite,2013Q3,42.0,220.0,House,3
Barwon South West,Corangamite,2013Q4,36.0,220.0,House,3
Barwon South West,Corangamite,2014Q1,46.0,235.0,House,3
Barwon South West,Corangamite,2014Q2,44.0,220.0,House,3
Barwon South West,Corangamite,2014Q3,42.0,210.0,House,3
Barwon South West,Corangamite,2014Q4,28.0,230.0,House,3
Barwon South West,Corangamite,2015Q1,40.0,220.0,House,3
Barwon South West,Corangamite,2015Q2,43.0,230.0,House,3
Barwon South West,Corangamite,2015Q3,34.0,220.0,House,3
Barwon South West,Corangamite,2015Q4,39.0,240.0,House,3
Barwon South West,Corangamite,2016Q1,33.0,250.0,House,3
Barwon South West,Corangamite,2016Q2,47.0,240.0,House,3
Barwon South West,Corangamite,2016Q3,51.0,245.0,House,3
Barwon South West,Corangamite,2016Q4,45.0,250.0,House,3
Barwon South West,Corangamite,2017Q1,58.0,250.0,House,3
Barwon South West,Corangamite,2017Q2,37.0,255.0,House,3
Barwon South West,Corangamite,2017Q3,41.0,250.0,House,3
Barwon South West,Corangamite,2017Q4,29.0,245.0,House,3
Barwon South West,Corangamite,2018Q1,42.0,250.0,House,3
Barwon South West,Corangamite,2018Q2,40.0,250.0,House,3
Barwon South West,Corangamite,2018Q3,34.0,245.0,House,3
Barwon South West,Corangamite,2018Q4,31.0,270.0,House,3
Barwon South West,Corangamite,2019Q1,37.0,270.0,House,3
Barwon South West,Corangamite,2019Q2,26.0,275.0,House,3
Barwon South West,Corangamite,2019Q3,29.0,260.0,House,3
Barwon South West,Corangamite,2019Q4,33.0,270.0,House,3
Barwon South West,Corangamite,2020Q1,39.0,300.0,House,3
Barwon South West,Corangamite,2020Q2,29.0,275.0,House,3
Barwon South West,Corangamite,2020Q3,48.0,285.0,House,3
Barwon South West,Corangamite,2020Q4,24.0,300.0,House,3
Barwon South West,Corangamite,2021Q1,29.0,320.0,House,3
Barwon South West,Corangamite,2021Q2,21.0,285.0,House,3
Barwon South West,Corangamite,2021Q3,29.0,315.0,House,3
Barwon South West,Corangamite,2021Q4,30.0,350.0,House,3
Barwon South West,Corangamite,2022Q1,31.0,330.0,House,3
Barwon South West,Corangamite,2022Q2,19.0,370.0,House,3
Barwon South West,Corangamite,2022Q3,17.0,380.0,House,3
Barwon South West,Corangamite,2022Q4,24.0,370.0,House,3
Barwon South West,Corangamite,2023Q1,27.0,370.0,House,3
Barwon South West,Corangamite,2023Q2,22.0,383.0,House,3
Barwon South West,Corangamite,2023Q3,21.0,420.0,House,3
Barwon South West,Corangamite,2023Q4,15.0,350.0,House,3
Barwon South West,Corangamite,2024Q1,24.0,390.0,House,3
Barwon South West,Corangamite,2024Q2,27.0,420.0,House,3
Barwon South West,Corangamite,2024Q3,18.0,408.0,House,3
Barwon South West,Corangamite,2024Q4,22.0,380.0,House,3
Barwon South West,Glenelg,1999Q2,69.0,120.0,House,3
Barwon South West,Glenelg,1999Q3,54.0,113.0,House,3
Barwon South West,Glenelg,1999Q4,57.0,120.0,House,3
Barwon South West,Glenelg,2000Q1,64.0,113.0,House,3
Barwon South West,Glenelg,2000Q2,57.0,120.0,House,3
Barwon South West,Glenelg,2000Q3,64.0,120.0,House,3
Barwon South West,Glenelg,2000Q4,63.0,120.0,House,3
Barwon South West,Glenelg,2001Q1,49.0,110.0,House,3
Barwon South West,Glenelg,2001Q2,56.0,120.0,House,3
Barwon South West,Glenelg,2001Q3,45.0,120.0,House,3
Barwon South West,Glenelg,2001Q4,47.0,130.0,House,3
Barwon South West,Glenelg,2002Q1,47.0,125.0,House,3
Barwon South West,Glenelg,2002Q2,50.0,140.0,House,3
Barwon South West,Glenelg,2002Q3,47.0,140.0,House,3
Barwon South West,Glenelg,2002Q4,46.0,140.0,House,3
Barwon South West,Glenelg,2003Q1,47.0,150.0,House,3
Barwon South West,Glenelg,2003Q2,50.0,158.0,House,3
Barwon South West,Glenelg,2003Q3,63.0,140.0,House,3
Barwon South West,Glenelg,2003Q4,52.0,150.0,House,3
Barwon South West,Glenelg,2004Q1,52.0,160.0,House,3
Barwon South West,Glenelg,2004Q2,43.0,165.0,House,3
Barwon South West,Glenelg,2004Q3,59.0,160.0,House,3
Barwon South West,Glenelg,2004Q4,46.0,160.0,House,3
Barwon South West,Glenelg,2005Q1,47.0,170.0,House,3
Barwon South West,Glenelg,2005Q2,46.0,168.0,House,3
Barwon South West,Glenelg,2005Q3,56.0,170.0,House,3
Barwon South West,Glenelg,2005Q4,52.0,178.0,House,3
Barwon South West,Glenelg,2006Q1,67.0,170.0,House,3
Barwon South West,Glenelg,2006Q2,51.0,180.0,House,3
Barwon South West,Glenelg,2006Q3,53.0,180.0,House,3
Barwon South West,Glenelg,2006Q4,48.0,180.0,House,3
Barwon South West,Glenelg,2007Q1,50.0,200.0,House,3
Barwon South West,Glenelg,2007Q2,40.0,190.0,House,3
Barwon South West,Glenelg,2007Q3,48.0,185.0,House,3
Barwon South West,Glenelg,2007Q4,44.0,193.0,House,3
Barwon South West,Glenelg,2008Q1,71.0,200.0,House,3
Barwon South West,Glenelg,2008Q2,70.0,200.0,House,3
Barwon South West,Glenelg,2008Q3,60.0,200.0,House,3
Barwon South West,Glenelg,2008Q4,70.0,210.0,House,3
Barwon South West,Glenelg,2009Q1,56.0,200.0,House,3
Barwon South West,Glenelg,2009Q2,55.0,200.0,House,3
Barwon South West,Glenelg,2009Q3,53.0,220.0,House,3
Barwon South West,Glenelg,2009Q4,61.0,200.0,House,3
Barwon South West,Glenelg,2010Q1,70.0,200.0,House,3
Barwon South West,Glenelg,2010Q2,66.0,200.0,House,3
Barwon South West,Glenelg,2010Q3,78.0,210.0,House,3
Barwon South West,Glenelg,2010Q4,63.0,210.0,House,3
Barwon South West,Glenelg,2011Q1,72.0,200.0,House,3
Barwon South West,Glenelg,2011Q2,53.0,205.0,House,3
Barwon South West,Glenelg,2011Q3,76.0,220.0,House,3
Barwon South West,Glenelg,2011Q4,73.0,225.0,House,3
Barwon South West,Glenelg,2012Q1,67.0,225.0,House,3
Barwon South West,Glenelg,2012Q2,50.0,215.0,House,3
Barwon South West,Glenelg,2012Q3,66.0,223.0,House,3
Barwon South West,Glenelg,2012Q4,52.0,230.0,House,3
Barwon South West,Glenelg,2013Q1,76.0,233.0,House,3
Barwon South West,Glenelg,2013Q2,72.0,238.0,House,3
Barwon South West,Glenelg,2013Q3,94.0,220.0,House,3
Barwon South West,Glenelg,2013Q4,60.0,230.0,House,3
Barwon South West,Glenelg,2014Q1,72.0,220.0,House,3
Barwon South West,Glenelg,2014Q2,73.0,230.0,House,3
Barwon South West,Glenelg,2014Q3,69.0,215.0,House,3
Barwon South West,Glenelg,2014Q4,59.0,220.0,House,3
Barwon South West,Glenelg,2015Q1,65.0,235.0,House,3
Barwon South West,Glenelg,2015Q2,62.0,230.0,House,3
Barwon South West,Glenelg,2015Q3,71.0,220.0,House,3
Barwon South West,Glenelg,2015Q4,57.0,210.0,House,3
Barwon South West,Glenelg,2016Q1,62.0,238.0,House,3
Barwon South West,Glenelg,2016Q2,55.0,220.0,House,3
Barwon South West,Glenelg,2016Q3,78.0,230.0,House,3
Barwon South West,Glenelg,2016Q4,55.0,230.0,House,3
Barwon South West,Glenelg,2017Q1,54.0,230.0,House,3
Barwon South West,Glenelg,2017Q2,43.0,240.0,House,3
Barwon South West,Glenelg,2017Q3,55.0,240.0,House,3
Barwon South West,Glenelg,2017Q4,54.0,230.0,House,3
Barwon South West,Glenelg,2018Q1,45.0,260.0,House,3
Barwon South West,Glenelg,2018Q2,53.0,250.0,House,3
Barwon South West,Glenelg,2018Q3,47.0,250.0,House,3
Barwon South West,Glenelg,2018Q4,48.0,265.0,House,3
Barwon South West,Glenelg,2019Q1,61.0,260.0,House,3
Barwon South West,Glenelg,2019Q2,43.0,260.0,House,3
Barwon South West,Glenelg,2019Q3,52.0,288.0,House,3
Barwon South West,Glenelg,2019Q4,39.0,280.0,House,3
Barwon South West,Glenelg,2020Q1,50.0,300.0,House,3
Barwon South West,Glenelg,2020Q2,41.0,310.0,House,3
Barwon South West,Glenelg,2020Q3,33.0,320.0,House,3
Barwon South West,Glenelg,2020Q4,41.0,350.0,House,3
Barwon South West,Glenelg,2021Q1,37.0,350.0,House,3
Barwon South West,Glenelg,2021Q2,46.0,350.0,House,3
Barwon South West,Glenelg,2021Q3,41.0,370.0,House,3
Barwon South West,Glenelg,2021Q4,50.0,360.0,House,3
Barwon South West,Glenelg,2022Q1,51.0,360.0,House,3
Barwon South West,Glenelg,2022Q2,44.0,380.0,House,3
Barwon South West,Glenelg,2022Q3,41.0,370.0,House,3
Barwon South West,Glenelg,2022Q4,38.0,400.0,House,3
Barwon South West,Glenelg,2023Q1,53.0,400.0,House,3
Barwon South West,Glenelg,2023Q2,51.0,410.0,House,3
Barwon South West,Glenelg,2023Q3,49.0,410.0,House,3
Barwon South West,Glenelg,2023Q4,45.0,380.0,House,3
Barwon South West,Glenelg,2024Q1,46.0,420.0,House,3
Barwon South West,Glenelg,2024Q2,50.0,400.0,House,3
Barwon South West,Glenelg,2024Q3,36.0,423.0,House,3
Barwon South West,Glenelg,2024Q4,36.0,400.0,House,3
Barwon South West,Greater Geelong,1999Q2,558.0,150.0,House,3
Barwon South West,Greater Geelong,1999Q3,522.0,150.0,House,3
Barwon South West,Greater Geelong,1999Q4,558.0,155.0,House,3
Barwon South West,Greater Geelong,2000Q1,571.0,155.0,House,3
Barwon South West,Greater Geelong,2000Q2,547.0,155.0,House,3
Barwon South West,Greater Geelong,2000Q3,599.0,160.0,House,3
Barwon South West,Greater Geelong,2000Q4,509.0,160.0,House,3
Barwon South West,Greater Geelong,2001Q1,605.0,160.0,House,3
Barwon South West,Greater Geelong,2001Q2,465.0,165.0,House,3
Barwon South West,Greater Geelong,2001Q3,549.0,165.0,House,3
Barwon South West,Greater Geelong,2001Q4,527.0,170.0,House,3
Barwon South West,Greater Geelong,2002Q1,593.0,170.0,House,3
Barwon South West,Greater Geelong,2002Q2,542.0,175.0,House,3
Barwon South West,Greater Geelong,2002Q3,618.0,180.0,House,3
Barwon South West,Greater Geelong,2002Q4,581.0,180.0,House,3
Barwon South West,Greater Geelong,2003Q1,718.0,180.0,House,3
Barwon South West,Greater Geelong,2003Q2,560.0,180.0,House,3
Barwon South West,Greater Geelong,2003Q3,650.0,180.0,House,3
Barwon South West,Greater Geelong,2003Q4,641.0,190.0,House,3
Barwon South West,Greater Geelong,2004Q1,715.0,190.0,House,3
Barwon South West,Greater Geelong,2004Q2,491.0,190.0,House,3
Barwon South West,Greater Geelong,2004Q3,624.0,190.0,House,3
Barwon South West,Greater Geelong,2004Q4,611.0,200.0,House,3
Barwon South West,Greater Geelong,2005Q1,665.0,200.0,House,3
Barwon South West,Greater Geelong,2005Q2,565.0,200.0,House,3
Barwon South West,Greater Geelong,2005Q3,634.0,200.0,House,3
Barwon South West,Greater Geelong,2005Q4,608.0,200.0,House,3
Barwon South West,Greater Geelong,2006Q1,625.0,210.0,House,3
Barwon South West,Greater Geelong,2006Q2,553.0,210.0,House,3
Barwon South West,Greater Geelong,2006Q3,611.0,215.0,House,3
Barwon South West,Greater Geelong,2006Q4,500.0,220.0,House,3
Barwon South West,Greater Geelong,2007Q1,657.0,230.0,House,3
Barwon South West,Greater Geelong,2007Q2,540.0,230.0,House,3
Barwon South West,Greater Geelong,2007Q3,639.0,230.0,House,3
Barwon South West,Greater Geelong,2007Q4,550.0,240.0,House,3
Barwon South West,Greater Geelong,2008Q1,681.0,250.0,House,3
Barwon South West,Greater Geelong,2008Q2,610.0,250.0,House,3
Barwon South West,Greater Geelong,2008Q3,623.0,250.0,House,3
Barwon South West,Greater Geelong,2008Q4,574.0,265.0,House,3
Barwon South West,Greater Geelong,2009Q1,573.0,270.0,House,3
Barwon South West,Greater Geelong,2009Q2,608.0,265.0,House,3
Barwon South West,Greater Geelong,2009Q3,642.0,270.0,House,3
Barwon South West,Greater Geelong,2009Q4,634.0,270.0,House,3
Barwon South West,Greater Geelong,2010Q1,644.0,280.0,House,3
Barwon South West,Greater Geelong,2010Q2,655.0,280.0,House,3
Barwon South West,Greater Geelong,2010Q3,742.0,280.0,House,3
Barwon South West,Greater Geelong,2010Q4,707.0,300.0,House,3
Barwon South West,Greater Geelong,2011Q1,711.0,305.0,House,3
Barwon South West,Greater Geelong,2011Q2,691.0,300.0,House,3
Barwon South West,Greater Geelong,2011Q3,778.0,300.0,House,3
Barwon South West,Greater Geelong,2011Q4,727.0,310.0,House,3
Barwon South West,Greater Geelong,2012Q1,820.0,320.0,House,3
Barwon South West,Greater Geelong,2012Q2,733.0,310.0,House,3
Barwon South West,Greater Geelong,2012Q3,782.0,310.0,House,3
Barwon South West,Greater Geelong,2012Q4,754.0,320.0,House,3
Barwon South West,Greater Geelong,2013Q1,851.0,320.0,House,3
Barwon South West,Greater Geelong,2013Q2,746.0,315.0,House,3
Barwon South West,Greater Geelong,2013Q3,804.0,310.0,House,3
Barwon South West,Greater Geelong,2013Q4,798.0,320.0,House,3
Barwon South West,Greater Geelong,2014Q1,895.0,325.0,House,3
Barwon South West,Greater Geelong,2014Q2,771.0,315.0,House,3
Barwon South West,Greater Geelong,2014Q3,762.0,320.0,House,3
Barwon South West,Greater Geelong,2014Q4,867.0,320.0,House,3
Barwon South West,Greater Geelong,2015Q1,865.0,330.0,House,3
Barwon South West,Greater Geelong,2015Q2,831.0,320.0,House,3
Barwon South West,Greater Geelong,2015Q3,829.0,320.0,House,3
Barwon South West,Greater Geelong,2015Q4,901.0,330.0,House,3
Barwon South West,Greater Geelong,2016Q1,937.0,340.0,House,3
Barwon South West,Greater Geelong,2016Q2,836.0,330.0,House,3
Barwon South West,Greater Geelong,2016Q3,858.0,330.0,House,3
Barwon South West,Greater Geelong,2016Q4,904.0,330.0,House,3
Barwon South West,Greater Geelong,2017Q1,956.0,342.0,House,3
Barwon South West,Greater Geelong,2017Q2,861.0,350.0,House,3
Barwon South West,Greater Geelong,2017Q3,866.0,350.0,House,3
Barwon South West,Greater Geelong,2017Q4,903.0,350.0,House,3
Barwon South West,Greater Geelong,2018Q1,896.0,350.0,House,3
Barwon South West,Greater Geelong,2018Q2,799.0,350.0,House,3
Barwon South West,Greater Geelong,2018Q3,862.0,350.0,House,3
Barwon South West,Greater Geelong,2018Q4,796.0,360.0,House,3
Barwon South West,Greater Geelong,2019Q1,843.0,380.0,House,3
Barwon South West,Greater Geelong,2019Q2,763.0,370.0,House,3
Barwon South West,Greater Geelong,2019Q3,902.0,370.0,House,3
Barwon South West,Greater Geelong,2019Q4,822.0,370.0,House,3
Barwon South West,Greater Geelong,2020Q1,867.0,380.0,House,3
Barwon South West,Greater Geelong,2020Q2,775.0,370.0,House,3
Barwon South West,Greater Geelong,2020Q3,831.0,375.0,House,3
Barwon South West,Greater Geelong,2020Q4,773.0,380.0,House,3
Barwon South West,Greater Geelong,2021Q1,715.0,400.0,House,3
Barwon South West,Greater Geelong,2021Q2,682.0,410.0,House,3
Barwon South West,Greater Geelong,2021Q3,812.0,410.0,House,3
Barwon South West,Greater Geelong,2021Q4,801.0,420.0,House,3
Barwon South West,Greater Geelong,2022Q1,745.0,440.0,House,3
Barwon South West,Greater Geelong,2022Q2,714.0,430.0,House,3
Barwon South West,Greater Geelong,2022Q3,787.0,440.0,House,3
Barwon South West,Greater Geelong,2022Q4,742.0,440.0,House,3
Barwon South West,Greater Geelong,2023Q1,779.0,450.0,House,3
Barwon South West,Greater Geelong,2023Q2,679.0,450.0,House,3
Barwon South West,Greater Geelong,2023Q3,779.0,450.0,House,3
Barwon South West,Greater Geelong,2023Q4,678.0,465.0,House,3
Barwon South West,Greater Geelong,2024Q1,678.0,470.0,House,3
Barwon South West,Greater Geelong,2024Q2,702.0,470.0,House,3
Barwon South West,Greater Geelong,2024Q3,777.0,480.0,House,3
Barwon South West,Greater Geelong,2024Q4,774.0,480.0,House,3
Barwon South West,Moyne,1999Q2,21.0,135.0,House,3
Barwon South West,Moyne,1999Q3,21.0,130.0,House,3
Barwon South West,Moyne,1999Q4,23.0,130.0,House,3
Barwon South West,Moyne,2000Q1,33.0,120.0,House,3
Barwon South West,Moyne,2000Q2,18.0,133.0,House,3
Barwon South West,Moyne,2000Q3,28.0,135.0,House,3
Barwon South West,Moyne,2000Q4,17.0,120.0,House,3
Barwon South West,Moyne,2001Q1,26.0,133.0,House,3
Barwon South West,Moyne,2001Q2,19.0,140.0,House,3
Barwon South West,Moyne,2001Q3,26.0,138.0,House,3
Barwon South West,Moyne,2001Q4,21.0,150.0,House,3
Barwon South West,Moyne,2002Q1,24.0,150.0,House,3
Barwon South West,Moyne,2002Q2,27.0,150.0,House,3
Barwon South West,Moyne,2002Q3,30.0,158.0,House,3
Barwon South West,Moyne,2002Q4,18.0,180.0,House,3
Barwon South West,Moyne,2003Q1,21.0,160.0,House,3
Barwon South West,Moyne,2003Q2,21.0,180.0,House,3
Barwon South West,Moyne,2003Q3,29.0,180.0,House,3
Barwon South West,Moyne,2003Q4,31.0,160.0,House,3
Barwon South West,Moyne,2004Q1,25.0,165.0,House,3
Barwon South West,Moyne,2004Q2,21.0,185.0,House,3
Barwon South West,Moyne,2004Q3,29.0,180.0,House,3
Barwon South West,Moyne,2004Q4,22.0,210.0,House,3
Barwon South West,Moyne,2005Q1,28.0,170.0,House,3
Barwon South West,Moyne,2005Q2,39.0,180.0,House,3
