Region,LGA,Quarter,Count,Median,Property Type,Number of Bedrooms
Barwon South West,Colac-Otway,2015Q4,17.0,230.0,House,2
Barwon South West,Colac-Otway,2016Q1,14.0,270.0,House,2
Barwon South West,Colac-Otway,2016Q2,17.0,240.0,House,2
Barwon South West,Colac-Otway,2016Q3,21.0,250.0,House,2
Barwon South West,Colac-Otway,2016Q4,22.0,225.0,House,2
Barwon South West,Colac-Otway,2017Q1,18.0,250.0,House,2
Barwon South West,Colac-Otway,2017Q2,17.0,260.0,House,2
Barwon South West,Colac-Otway,2017Q3,13.0,250.0,House,2
Barwon South West,Colac-Otway,2017Q4,13.0,270.0,House,2
Barwon South West,Colac-Otway,2018Q1,15.0,260.0,House,2
Barwon South West,Colac-Otway,2018Q2,21.0,250.0,House,2
Barwon South West,Colac-Otway,2018Q3,15.0,280.0,House,2
Barwon South West,Colac-Otway,2018Q4,15.0,265.0,House,2
Barwon South West,Colac-Otway,2019Q1,14.0,280.0,House,2
Barwon South West,Colac-Otway,2019Q2,17.0,285.0,House,2
Barwon South West,Colac-Otway,2019Q3,12.0,285.0,House,2
Barwon South West,Colac-Otway,2019Q4,12.0,280.0,House,2
Barwon South West,Colac-Otway,2020Q1,14.0,280.0,House,2
Barwon South West,Colac-Otway,2020Q2,14.0,285.0,House,2
Barwon South West,Colac-Otway,2020Q3,9.0,300.0,House,2
Barwon South West,Colac-Otway,2020Q4,19.0,285.0,House,2
Barwon South West,Colac-Otway,2021Q1,10.0,320.0,House,2
Barwon South West,Colac-Otway,2021Q2,7.0,300.0,House,2
Barwon South West,Colac-Otway,2021Q3,7.0,350.0,House,2
Barwon South West,Colac-Otway,2021Q4,14.0,330.0,House,2
Barwon South West,Colac-Otway,2022Q2,8.0,350.0,House,2
Barwon South West,Colac-Otway,2022Q3,12.0,365.0,House,2
Barwon South West,Colac-Otway,2022Q4,12.0,370.0,House,2
Barwon South West,Colac-Otway,2023Q1,6.0,365.0,House,2
Barwon South West,Colac-Otway,2023Q2,22.0,350.0,House,2
Barwon South West,Colac-Otway,2023Q3,11.0,390.0,House,2
Barwon South West,Colac-Otway,2023Q4,7.0,360.0,House,2
Barwon South West,Colac-Otway,2024Q1,11.0,390.0,House,2
Barwon South West,Colac-Otway,2024Q2,11.0,360.0,House,2
Barwon South West,Colac-Otway,2024Q3,11.0,410.0,House,2
Barwon South West,Colac-Otway,2024Q4,9.0,390.0,House,2
Barwon South West,Corangamite,1999Q3,5.0,90.0,House,2
Barwon South West,Corangamite,1999Q4,9.0,90.0,House,2
Barwon South West,Corangamite,2000Q1,6.0,95.0,House,2
Barwon South West,Corangamite,2000Q3,7.0,90.0,House,2
Barwon South West,Corangamite,2001Q3,8.0,100.0,House,2
Barwon South West,Corangamite,2001Q4,6.0,95.0,House,2
Barwon South West,Corangamite,2002Q1,7.0,90.0,House,2
Barwon South West,Corangamite,2002Q2,6.0,110.0,House,2
Barwon South West,Corangamite,2002Q3,6.0,120.0,House,2
Barwon South West,Corangamite,2002Q4,8.0,113.0,House,2
Barwon South West,Corangamite,2003Q1,8.0,113.0,House,2
Barwon South West,Corangamite,2003Q2,6.0,115.0,House,2
Barwon South West,Corangamite,2003Q3,10.0,108.0,House,2
Barwon South West,Corangamite,2003Q4,7.0,125.0,House,2
Barwon South West,Corangamite,2004Q1,9.0,120.0,House,2
Barwon South West,Corangamite,2004Q2,9.0,120.0,House,2
Barwon South West,Corangamite,2004Q3,7.0,120.0,House,2
Barwon South West,Corangamite,2004Q4,9.0,130.0,House,2
Barwon South West,Corangamite,2005Q1,12.0,138.0,House,2
Barwon South West,Corangamite,2005Q2,8.0,130.0,House,2
Barwon South West,Corangamite,2005Q3,17.0,135.0,House,2
Barwon South West,Corangamite,2005Q4,9.0,140.0,House,2
Barwon South West,Corangamite,2006Q1,9.0,160.0,House,2
Barwon South West,Corangamite,2006Q2,6.0,150.0,House,2
Barwon South West,Corangamite,2006Q3,13.0,150.0,House,2
Barwon South West,Corangamite,2006Q4,8.0,225.0,House,2
Barwon South West,Corangamite,2007Q1,10.0,143.0,House,2
Barwon South West,Corangamite,2007Q2,12.0,170.0,House,2
Barwon South West,Corangamite,2007Q3,8.0,158.0,House,2
Barwon South West,Corangamite,2007Q4,13.0,150.0,House,2
Barwon South West,Corangamite,2008Q1,11.0,170.0,House,2
Barwon South West,Corangamite,2008Q2,7.0,160.0,House,2
Barwon South West,Corangamite,2008Q3,14.0,163.0,House,2
Barwon South West,Corangamite,2008Q4,12.0,160.0,House,2
Barwon South West,Corangamite,2009Q1,11.0,155.0,House,2
Barwon South West,Corangamite,2009Q2,16.0,160.0,House,2
Barwon South West,Corangamite,2009Q3,12.0,165.0,House,2
Barwon South West,Corangamite,2009Q4,8.0,220.0,House,2
Barwon South West,Corangamite,2010Q1,8.0,200.0,House,2
Barwon South West,Corangamite,2010Q2,11.0,160.0,House,2
Barwon South West,Corangamite,2010Q3,6.0,168.0,House,2
Barwon South West,Corangamite,2010Q4,16.0,180.0,House,2
Barwon South West,Corangamite,2011Q1,12.0,175.0,House,2
Barwon South West,Corangamite,2011Q2,11.0,185.0,House,2
Barwon South West,Corangamite,2011Q3,22.0,185.0,House,2
Barwon South West,Corangamite,2011Q4,17.0,175.0,House,2
Barwon South West,Corangamite,2012Q1,7.0,220.0,House,2
Barwon South West,Corangamite,2012Q2,12.0,205.0,House,2
Barwon South West,Corangamite,2012Q3,14.0,193.0,House,2
Barwon South West,Corangamite,2012Q4,9.0,200.0,House,2
Barwon South West,Corangamite,2013Q1,9.0,220.0,House,2
Barwon South West,Corangamite,2013Q2,11.0,200.0,House,2
Barwon South West,Corangamite,2013Q3,8.0,188.0,House,2
Barwon South West,Corangamite,2013Q4,20.0,191.0,House,2
Barwon South West,Corangamite,2014Q1,10.0,195.0,House,2
Barwon South West,Corangamite,2014Q2,13.0,195.0,House,2
Barwon South West,Corangamite,2014Q3,12.0,205.0,House,2
Barwon South West,Corangamite,2014Q4,10.0,203.0,House,2
Barwon South West,Corangamite,2015Q1,8.0,223.0,House,2
Barwon South West,Corangamite,2015Q2,5.0,220.0,House,2
Barwon South West,Corangamite,2015Q3,13.0,210.0,House,2
Barwon South West,Corangamite,2015Q4,11.0,230.0,House,2
Barwon South West,Corangamite,2016Q1,15.0,220.0,House,2
Barwon South West,Corangamite,2016Q2,12.0,200.0,House,2
Barwon South West,Corangamite,2016Q3,15.0,220.0,House,2
Barwon South West,Corangamite,2016Q4,6.0,220.0,House,2
Barwon South West,Corangamite,2017Q1,12.0,225.0,House,2
Barwon South West,Corangamite,2017Q2,11.0,220.0,House,2
Barwon South West,Corangamite,2017Q3,11.0,220.0,House,2
Barwon South West,Corangamite,2017Q4,5.0,225.0,House,2
Barwon South West,Corangamite,2018Q1,7.0,220.0,House,2
Barwon South West,Corangamite,2018Q2,10.0,200.0,House,2
Barwon South West,Corangamite,2018Q3,9.0,235.0,House,2
Barwon South West,Corangamite,2018Q4,10.0,238.0,House,2
Barwon South West,Corangamite,2019Q1,15.0,240.0,House,2
Barwon South West,Corangamite,2019Q2,8.0,225.0,House,2
Barwon South West,Corangamite,2019Q3,13.0,250.0,House,2
Barwon South West,Corangamite,2019Q4,5.0,240.0,House,2
Barwon South West,Corangamite,2020Q1,8.0,278.0,House,2
Barwon South West,Corangamite,2020Q2,6.0,240.0,House,2
Barwon South West,Corangamite,2020Q3,6.0,263.0,House,2
Barwon South West,Corangamite,2020Q4,8.0,258.0,House,2
Barwon South West,Corangamite,2021Q1,5.0,270.0,House,2
Barwon South West,Corangamite,2021Q2,5.0,290.0,House,2
Barwon South West,Corangamite,2021Q4,7.0,270.0,House,2
Barwon South West,Corangamite,2022Q1,5.0,285.0,House,2
Barwon South West,Corangamite,2022Q2,5.0,310.0,House,2
Barwon South West,Corangamite,2022Q3,15.0,295.0,House,2
Barwon South West,Corangamite,2022Q4,5.0,300.0,House,2
Barwon South West,Corangamite,2023Q1,5.0,320.0,House,2
Barwon South West,Corangamite,2023Q2,5.0,280.0,House,2
Barwon South West,Corangamite,2023Q3,8.0,325.0,House,2
Barwon South West,Corangamite,2023Q4,6.0,320.0,House,2
Barwon South West,Corangamite,2024Q2,9.0,330.0,House,2
Barwon South West,Corangamite,2024Q3,10.0,335.0,House,2
Barwon South West,Corangamite,2024Q4,8.0,355.0,House,2
Barwon South West,Glenelg,1999Q2,16.0,100.0,House,2
Barwon South West,Glenelg,1999Q3,19.0,100.0,House,2
Barwon South West,Glenelg,1999Q4,15.0,90.0,House,2
Barwon South West,Glenelg,2000Q1,21.0,90.0,House,2
Barwon South West,Glenelg,2000Q2,19.0,90.0,House,2
Barwon South West,Glenelg,2000Q3,22.0,95.0,House,2
Barwon South West,Glenelg,2000Q4,14.0,100.0,House,2
Barwon South West,Glenelg,2001Q1,13.0,90.0,House,2
Barwon South West,Glenelg,2001Q2,16.0,110.0,House,2
Barwon South West,Glenelg,2001Q3,16.0,120.0,House,2
Barwon South West,Glenelg,2001Q4,10.0,120.0,House,2
Barwon South West,Glenelg,2002Q1,13.0,110.0,House,2
Barwon South West,Glenelg,2002Q2,12.0,123.0,House,2
Barwon South West,Glenelg,2002Q3,22.0,120.0,House,2
Barwon South West,Glenelg,2002Q4,18.0,125.0,House,2
Barwon South West,Glenelg,2003Q1,11.0,130.0,House,2
Barwon South West,Glenelg,2003Q2,21.0,140.0,House,2
Barwon South West,Glenelg,2003Q3,10.0,150.0,House,2
Barwon South West,Glenelg,2003Q4,18.0,128.0,House,2
Barwon South West,Glenelg,2004Q1,24.0,125.0,House,2
Barwon South West,Glenelg,2004Q2,14.0,135.0,House,2
Barwon South West,Glenelg,2004Q3,11.0,140.0,House,2
Barwon South West,Glenelg,2004Q4,12.0,150.0,House,2
Barwon South West,Glenelg,2005Q1,13.0,130.0,House,2
Barwon South West,Glenelg,2005Q2,10.0,160.0,House,2
Barwon South West,Glenelg,2005Q3,16.0,145.0,House,2
Barwon South West,Glenelg,2005Q4,12.0,160.0,House,2
Barwon South West,Glenelg,2006Q1,15.0,160.0,House,2
Barwon South West,Glenelg,2006Q2,16.0,170.0,House,2
Barwon South West,Glenelg,2006Q3,19.0,170.0,House,2
Barwon South West,Glenelg,2006Q4,10.0,195.0,House,2
Barwon South West,Glenelg,2007Q1,14.0,161.0,House,2
Barwon South West,Glenelg,2007Q2,21.0,180.0,House,2
Barwon South West,Glenelg,2007Q3,17.0,165.0,House,2
Barwon South West,Glenelg,2007Q4,10.0,170.0,House,2
Barwon South West,Glenelg,2008Q1,12.0,205.0,House,2
Barwon South West,Glenelg,2008Q2,13.0,180.0,House,2
Barwon South West,Glenelg,2008Q3,20.0,198.0,House,2
Barwon South West,Glenelg,2008Q4,13.0,170.0,House,2
Barwon South West,Glenelg,2009Q1,21.0,170.0,House,2
Barwon South West,Glenelg,2009Q2,15.0,185.0,House,2
Barwon South West,Glenelg,2009Q3,18.0,158.0,House,2
Barwon South West,Glenelg,2009Q4,7.0,170.0,House,2
Barwon South West,Glenelg,2010Q1,15.0,180.0,House,2
Barwon South West,Glenelg,2010Q2,14.0,195.0,House,2
Barwon South West,Glenelg,2010Q3,13.0,185.0,House,2
Barwon South West,Glenelg,2010Q4,13.0,200.0,House,2
Barwon South West,Glenelg,2011Q1,17.0,200.0,House,2
Barwon South West,Glenelg,2011Q2,12.0,200.0,House,2
Barwon South West,Glenelg,2011Q3,18.0,180.0,House,2
Barwon South West,Glenelg,2011Q4,18.0,200.0,House,2
Barwon South West,Glenelg,2012Q1,12.0,220.0,House,2
Barwon South West,Glenelg,2012Q2,14.0,200.0,House,2
Barwon South West,Glenelg,2012Q3,7.0,190.0,House,2
Barwon South West,Glenelg,2012Q4,13.0,200.0,House,2
Barwon South West,Glenelg,2013Q1,14.0,203.0,House,2
Barwon South West,Glenelg,2013Q2,13.0,210.0,House,2
Barwon South West,Glenelg,2013Q3,22.0,200.0,House,2
Barwon South West,Glenelg,2013Q4,13.0,210.0,House,2
Barwon South West,Glenelg,2014Q1,24.0,200.0,House,2
Barwon South West,Glenelg,2014Q2,12.0,190.0,House,2
Barwon South West,Glenelg,2014Q3,11.0,210.0,House,2
Barwon South West,Glenelg,2014Q4,9.0,220.0,House,2
Barwon South West,Glenelg,2015Q1,16.0,195.0,House,2
Barwon South West,Glenelg,2015Q2,14.0,188.0,House,2
Barwon South West,Glenelg,2015Q3,7.0,220.0,House,2
Barwon South West,Glenelg,2015Q4,10.0,210.0,House,2
Barwon South West,Glenelg,2016Q1,17.0,225.0,House,2
Barwon South West,Glenelg,2016Q2,14.0,225.0,House,2
Barwon South West,Glenelg,2016Q3,16.0,200.0,House,2
Barwon South West,Glenelg,2016Q4,15.0,200.0,House,2
Barwon South West,Glenelg,2017Q1,16.0,195.0,House,2
Barwon South West,Glenelg,2017Q2,10.0,205.0,House,2
Barwon South West,Glenelg,2017Q3,11.0,220.0,House,2
Barwon South West,Glenelg,2017Q4,6.0,230.0,House,2
Barwon South West,Glenelg,2018Q1,7.0,220.0,House,2
Barwon South West,Glenelg,2018Q2,7.0,190.0,House,2
Barwon South West,Glenelg,2018Q3,10.0,240.0,House,2
Barwon South West,Glenelg,2018Q4,12.0,255.0,House,2
Barwon South West,Glenelg,2019Q1,17.0,250.0,House,2
Barwon South West,Glenelg,2019Q2,11.0,240.0,House,2
Barwon South West,Glenelg,2019Q3,8.0,270.0,House,2
Barwon South West,Glenelg,2019Q4,9.0,250.0,House,2
Barwon South West,Glenelg,2020Q1,9.0,300.0,House,2
Barwon South West,Glenelg,2020Q2,13.0,280.0,House,2
Barwon South West,Glenelg,2020Q3,10.0,250.0,House,2
Barwon South West,Glenelg,2020Q4,10.0,305.0,House,2
Barwon South West,Glenelg,2021Q1,12.0,275.0,House,2
Barwon South West,Glenelg,2021Q2,12.0,345.0,House,2
Barwon South West,Glenelg,2021Q3,13.0,305.0,House,2
Barwon South West,Glenelg,2021Q4,5.0,310.0,House,2
Barwon South West,Glenelg,2022Q1,12.0,300.0,House,2
Barwon South West,Glenelg,2022Q2,8.0,320.0,House,2
Barwon South West,Glenelg,2022Q3,8.0,340.0,House,2
Barwon South West,Glenelg,2022Q4,9.0,350.0,House,2
Barwon South West,Glenelg,2023Q1,16.0,355.0,House,2
Barwon South West,Glenelg,2023Q2,11.0,360.0,House,2
Barwon South West,Glenelg,2023Q3,8.0,303.0,House,2
Barwon South West,Glenelg,2023Q4,10.0,365.0,House,2
Barwon South West,Glenelg,2024Q1,5.0,400.0,House,2
Barwon South West,Glenelg,2024Q2,10.0,365.0,House,2
Barwon South West,Glenelg,2024Q3,8.0,365.0,House,2
Barwon South West,Glenelg,2024Q4,10.0,333.0,House,2
Barwon South West,Greater Geelong,1999Q2,116.0,130.0,House,2
Barwon South West,Greater Geelong,1999Q3,119.0,135.0,House,2
Barwon South West,Greater Geelong,1999Q4,134.0,140.0,House,2
Barwon South West,Greater Geelong,2000Q1,146.0,135.0,House,2
Barwon South West,Greater Geelong,2000Q2,142.0,140.0,House,2
Barwon South West,Greater Geelong,2000Q3,143.0,140.0,House,2
Barwon South West,Greater Geelong,2000Q4,149.0,140.0,House,2
Barwon South West,Greater Geelong,2001Q1,142.0,140.0,House,2
Barwon South West,Greater Geelong,2001Q2,130.0,140.0,House,2
Barwon South West,Greater Geelong,2001Q3,137.0,150.0,House,2
Barwon South West,Greater Geelong,2001Q4,145.0,150.0,House,2
Barwon South West,Greater Geelong,2002Q1,156.0,150.0,House,2
Barwon South West,Greater Geelong,2002Q2,149.0,155.0,House,2
Barwon South West,Greater Geelong,2002Q3,143.0,155.0,House,2
Barwon South West,Greater Geelong,2002Q4,168.0,160.0,House,2
Barwon South West,Greater Geelong,2003Q1,164.0,165.0,House,2
Barwon South West,Greater Geelong,2003Q2,152.0,160.0,House,2
Barwon South West,Greater Geelong,2003Q3,175.0,160.0,House,2
Barwon South West,Greater Geelong,2003Q4,167.0,165.0,House,2
Barwon South West,Greater Geelong,2004Q1,180.0,170.0,House,2
Barwon South West,Greater Geelong,2004Q2,111.0,165.0,House,2
Barwon South West,Greater Geelong,2004Q3,159.0,175.0,House,2
Barwon South West,Greater Geelong,2004Q4,173.0,175.0,House,2
Barwon South West,Greater Geelong,2005Q1,172.0,180.0,House,2
Barwon South West,Greater Geelong,2005Q2,160.0,180.0,House,2
Barwon South West,Greater Geelong,2005Q3,160.0,175.0,House,2
Barwon South West,Greater Geelong,2005Q4,143.0,180.0,House,2
Barwon South West,Greater Geelong,2006Q1,196.0,190.0,House,2
Barwon South West,Greater Geelong,2006Q2,167.0,190.0,House,2
Barwon South West,Greater Geelong,2006Q3,195.0,190.0,House,2
Barwon South West,Greater Geelong,2006Q4,176.0,193.0,House,2
Barwon South West,Greater Geelong,2007Q1,205.0,200.0,House,2
Barwon South West,Greater Geelong,2007Q2,192.0,200.0,House,2
Barwon South West,Greater Geelong,2007Q3,176.0,200.0,House,2
Barwon South West,Greater Geelong,2007Q4,161.0,210.0,House,2
Barwon South West,Greater Geelong,2008Q1,199.0,220.0,House,2
Barwon South West,Greater Geelong,2008Q2,168.0,220.0,House,2
Barwon South West,Greater Geelong,2008Q3,158.0,220.0,House,2
Barwon South West,Greater Geelong,2008Q4,180.0,235.0,House,2
Barwon South West,Greater Geelong,2009Q1,170.0,240.0,House,2
Barwon South West,Greater Geelong,2009Q2,157.0,230.0,House,2
Barwon South West,Greater Geelong,2009Q3,164.0,240.0,House,2
Barwon South West,Greater Geelong,2009Q4,183.0,245.0,House,2
Barwon South West,Greater Geelong,2010Q1,188.0,258.0,House,2
Barwon South West,Greater Geelong,2010Q2,162.0,250.0,House,2
Barwon South West,Greater Geelong,2010Q3,148.0,245.0,House,2
Barwon South West,Greater Geelong,2010Q4,166.0,260.0,House,2
Barwon South West,Greater Geelong,2011Q1,190.0,260.0,House,2
Barwon South West,Greater Geelong,2011Q2,162.0,270.0,House,2
Barwon South West,Greater Geelong,2011Q3,177.0,270.0,House,2
Barwon South West,Greater Geelong,2011Q4,174.0,263.0,House,2
Barwon South West,Greater Geelong,2012Q1,180.0,280.0,House,2
Barwon South West,Greater Geelong,2012Q2,157.0,285.0,House,2
Barwon South West,Greater Geelong,2012Q3,176.0,280.0,House,2
Barwon South West,Greater Geelong,2012Q4,180.0,280.0,House,2
Barwon South West,Greater Geelong,2013Q1,200.0,280.0,House,2
Barwon South West,Greater Geelong,2013Q2,188.0,265.0,House,2
Barwon South West,Greater Geelong,2013Q3,213.0,280.0,House,2
Barwon South West,Greater Geelong,2013Q4,196.0,280.0,House,2
Barwon South West,Greater Geelong,2014Q1,189.0,290.0,House,2
Barwon South West,Greater Geelong,2014Q2,177.0,280.0,House,2
Barwon South West,Greater Geelong,2014Q3,206.0,280.0,House,2
Barwon South West,Greater Geelong,2014Q4,146.0,288.0,House,2
Barwon South West,Greater Geelong,2015Q1,226.0,285.0,House,2
Barwon South West,Greater Geelong,2015Q2,144.0,275.0,House,2
Barwon South West,Greater Geelong,2015Q3,183.0,280.0,House,2
Barwon South West,Greater Geelong,2015Q4,217.0,290.0,House,2
Barwon South West,Greater Geelong,2016Q1,198.0,290.0,House,2
Barwon South West,Greater Geelong,2016Q2,188.0,285.0,House,2
Barwon South West,Greater Geelong,2016Q3,220.0,290.0,House,2
Barwon South West,Greater Geelong,2016Q4,156.0,290.0,House,2
Barwon South West,Greater Geelong,2017Q1,191.0,300.0,House,2
Barwon South West,Greater Geelong,2017Q2,186.0,295.0,House,2
Barwon South West,Greater Geelong,2017Q3,188.0,300.0,House,2
Barwon South West,Greater Geelong,2017Q4,174.0,310.0,House,2
Barwon South West,Greater Geelong,2018Q1,159.0,320.0,House,2
Barwon South West,Greater Geelong,2018Q2,150.0,300.0,House,2
Barwon South West,Greater Geelong,2018Q3,155.0,305.0,House,2
Barwon South West,Greater Geelong,2018Q4,175.0,320.0,House,2
Barwon South West,Greater Geelong,2019Q1,179.0,320.0,House,2
Barwon South West,Greater Geelong,2019Q2,137.0,320.0,House,2
Barwon South West,Greater Geelong,2019Q3,151.0,320.0,House,2
Barwon South West,Greater Geelong,2019Q4,150.0,330.0,House,2
Barwon South West,Greater Geelong,2020Q1,139.0,330.0,House,2
Barwon South West,Greater Geelong,2020Q2,151.0,335.0,House,2
Barwon South West,Greater Geelong,2020Q3,149.0,340.0,House,2
Barwon South West,Greater Geelong,2020Q4,139.0,345.0,House,2
Barwon South West,Greater Geelong,2021Q1,169.0,350.0,House,2
Barwon South West,Greater Geelong,2021Q2,135.0,360.0,House,2
Barwon South West,Greater Geelong,2021Q3,120.0,363.0,House,2
Barwon South West,Greater Geelong,2021Q4,173.0,360.0,House,2
Barwon South West,Greater Geelong,2022Q1,130.0,390.0,House,2
Barwon South West,Greater Geelong,2022Q2,172.0,390.0,House,2
Barwon South West,Greater Geelong,2022Q3,143.0,380.0,House,2
Barwon South West,Greater Geelong,2022Q4,89.0,380.0,House,2
Barwon South West,Greater Geelong,2023Q1,130.0,400.0,House,2
Barwon South West,Greater Geelong,2023Q2,128.0,400.0,House,2
Barwon South West,Greater Geelong,2023Q3,140.0,400.0,House,2
Barwon South West,Greater Geelong,2023Q4,143.0,410.0,House,2
Barwon South West,Greater Geelong,2024Q1,94.0,418.0,House,2
Barwon South West,Greater Geelong,2024Q2,143.0,420.0,House,2
Barwon South West,Greater Geelong,2024Q3,104.0,430.0,House,2
Barwon South West,Greater Geelong,2024Q4,135.0,425.0,House,2
Barwon South West,Moyne,1999Q2,7.0,130.0,House,2
Barwon South West,Moyne,1999Q3,9.0,110.0,House,2
Barwon South West,Moyne,1999Q4,11.0,120.0,House,2
Barwon South West,Moyne,2000Q1,11.0,130.0,House,2
Barwon South West,Moyne,2000Q2,12.0,108.0,House,2
Barwon South West,Moyne,2000Q3,9.0,130.0,House,2
Barwon South West,Moyne,2000Q4,8.0,125.0,House,2
Barwon South West,Moyne,2001Q1,15.0,120.0,House,2
Barwon South West,Moyne,2001Q2,16.0,120.0,House,2
Barwon South West,Moyne,2001Q3,19.0,120.0,House,2
Barwon South West,Moyne,2001Q4,13.0,140.0,House,2
Barwon South West,Moyne,2002Q1,16.0,143.0,House,2
Barwon South West,Moyne,2002Q2,11.0,140.0,House,2
Barwon South West,Moyne,2002Q3,10.0,123.0,House,2
Barwon South West,Moyne,2002Q4,11.0,150.0,House,2
Barwon South West,Moyne,2003Q1,10.0,145.0,House,2
Barwon South West,Moyne,2003Q2,16.0,130.0,House,2
Barwon South West,Moyne,2003Q3,15.0,135.0,House,2
Barwon South West,Moyne,2003Q4,13.0,160.0,House,2
Barwon South West,Moyne,2004Q1,10.0,160.0,House,2
Barwon South West,Moyne,2004Q2,11.0,170.0,House,2
Barwon South West,Moyne,2004Q3,13.0,155.0,House,2
Barwon South West,Moyne,2004Q4,12.0,170.0,House,2
Barwon South West,Moyne,2005Q1,13.0,160.0,House,2
Barwon South West,Moyne,2005Q2,11.0,180.0,House,2
Barwon South West,Moyne,2005Q3,18.0,170.0,House,2
Barwon South West,Moyne,2005Q4,17.0,165.0,House,2
Barwon South West,Moyne,2006Q1,16.0,220.0,House,2
Barwon South West,Moyne,2006Q2,17.0,180.0,House,2
Barwon South West,Moyne,2006Q3,18.0,160.0,House,2
Barwon South West,Moyne,2006Q4,25.0,175.0,House,2
Barwon South West,Moyne,2007Q1,13.0,230.0,House,2
Barwon South West,Moyne,2007Q2,10.0,163.0,House,2
