Region,LGA,Quarter,Count,Median,Property Type,Number of Bedrooms
Barwon South West,Colac-Otway,2013Q2,11.0,305.0,House,4
Barwon South West,Colac-Otway,2013Q3,12.0,285.0,House,4
Barwon South West,Colac-Otway,2013Q4,6.0,360.0,House,4
Barwon South West,Colac-Otway,2014Q1,19.0,320.0,House,4
Barwon South West,Colac-Otway,2014Q2,13.0,320.0,House,4
Barwon South West,Colac-Otway,2014Q3,20.0,290.0,House,4
Barwon South West,Colac-Otway,2014Q4,15.0,350.0,House,4
Barwon South West,Colac-Otway,2015Q1,14.0,290.0,House,4
Barwon South West,Colac-Otway,2015Q2,10.0,350.0,House,4
Barwon South West,Colac-Otway,2015Q3,14.0,338.0,House,4
Barwon South West,Colac-Otway,2015Q4,15.0,350.0,House,4
Barwon South West,Colac-Otway,2016Q1,17.0,350.0,House,4
Barwon South West,Colac-Otway,2016Q2,16.0,350.0,House,4
Barwon South West,Colac-Otway,2016Q3,15.0,290.0,House,4
Barwon South West,Colac-Otway,2016Q4,9.0,360.0,House,4
Barwon South West,Colac-Otway,2017Q1,17.0,350.0,House,4
Barwon South West,Colac-Otway,2017Q2,20.0,355.0,House,4
Barwon South West,Colac-Otway,2017Q3,16.0,368.0,House,4
Barwon South West,Colac-Otway,2017Q4,20.0,355.0,House,4
Barwon South West,Colac-Otway,2018Q1,9.0,370.0,House,4
Barwon South West,Colac-Otway,2018Q2,15.0,360.0,House,4
Barwon South West,Colac-Otway,2018Q3,21.0,350.0,House,4
Barwon South West,Colac-Otway,2018Q4,14.0,400.0,House,4
Barwon South West,Colac-Otway,2019Q1,18.0,380.0,House,4
Barwon South West,Colac-Otway,2019Q2,13.0,365.0,House,4
Barwon South West,Colac-Otway,2019Q3,20.0,368.0,House,4
Barwon South West,Colac-Otway,2019Q4,15.0,400.0,House,4
Barwon South West,Colac-Otway,2020Q1,13.0,420.0,House,4
Barwon South West,Colac-Otway,2020Q2,16.0,400.0,House,4
Barwon South West,Colac-Otway,2020Q3,13.0,350.0,House,4
Barwon South West,Colac-Otway,2020Q4,15.0,385.0,House,4
Barwon South West,Colac-Otway,2021Q1,9.0,390.0,House,4
Barwon South West,Colac-Otway,2021Q2,10.0,430.0,House,4
Barwon South West,Colac-Otway,2021Q3,14.0,480.0,House,4
Barwon South West,Colac-Otway,2021Q4,20.0,450.0,House,4
Barwon South West,Colac-Otway,2022Q1,12.0,560.0,House,4
Barwon South West,Colac-Otway,2022Q2,16.0,478.0,House,4
Barwon South West,Colac-Otway,2022Q3,14.0,535.0,House,4
Barwon South West,Colac-Otway,2022Q4,11.0,500.0,House,4
Barwon South West,Colac-Otway,2023Q1,14.0,520.0,House,4
Barwon South West,Colac-Otway,2023Q2,17.0,530.0,House,4
Barwon South West,Colac-Otway,2023Q3,16.0,545.0,House,4
Barwon South West,Colac-Otway,2023Q4,21.0,520.0,House,4
Barwon South West,Colac-Otway,2024Q1,20.0,500.0,House,4
Barwon South West,Colac-Otway,2024Q2,17.0,510.0,House,4
Barwon South West,Colac-Otway,2024Q3,13.0,520.0,House,4
Barwon South West,Colac-Otway,2024Q4,13.0,530.0,House,4
Barwon South West,Corangamite,1999Q3,7.0,100.0,House,4
Barwon South West,Corangamite,1999Q4,5.0,125.0,House,4
Barwon South West,Corangamite,2000Q1,7.0,130.0,House,4
Barwon South West,Corangamite,2000Q4,5.0,120.0,House,4
Barwon South West,Corangamite,2001Q2,5.0,120.0,House,4
Barwon South West,Corangamite,2002Q2,6.0,115.0,House,4
Barwon South West,Corangamite,2002Q3,7.0,115.0,House,4
Barwon South West,Corangamite,2003Q1,8.0,130.0,House,4
Barwon South West,Corangamite,2004Q1,5.0,130.0,House,4
Barwon South West,Corangamite,2004Q2,5.0,140.0,House,4
Barwon South West,Corangamite,2004Q4,10.0,140.0,House,4
Barwon South West,Corangamite,2005Q2,5.0,170.0,House,4
Barwon South West,Corangamite,2005Q3,6.0,183.0,House,4
Barwon South West,Corangamite,2005Q4,7.0,220.0,House,4
Barwon South West,Corangamite,2006Q2,6.0,163.0,House,4
Barwon South West,Corangamite,2007Q1,8.0,150.0,House,4
Barwon South West,Corangamite,2007Q2,5.0,220.0,House,4
Barwon South West,Corangamite,2008Q1,6.0,188.0,House,4
Barwon South West,Corangamite,2008Q2,8.0,214.0,House,4
Barwon South West,Corangamite,2008Q3,6.0,233.0,House,4
Barwon South West,Corangamite,2008Q4,10.0,170.0,House,4
Barwon South West,Corangamite,2009Q1,5.0,250.0,House,4
Barwon South West,Corangamite,2009Q3,12.0,243.0,House,4
Barwon South West,Corangamite,2009Q4,9.0,250.0,House,4
Barwon South West,Corangamite,2010Q1,15.0,230.0,House,4
Barwon South West,Corangamite,2010Q3,8.0,230.0,House,4
Barwon South West,Corangamite,2010Q4,8.0,220.0,House,4
Barwon South West,Corangamite,2011Q1,10.0,225.0,House,4
Barwon South West,Corangamite,2011Q2,12.0,233.0,House,4
Barwon South West,Corangamite,2011Q3,8.0,245.0,House,4
Barwon South West,Corangamite,2012Q1,9.0,270.0,House,4
Barwon South West,Corangamite,2012Q3,10.0,230.0,House,4
Barwon South West,Corangamite,2012Q4,6.0,270.0,House,4
Barwon South West,Corangamite,2013Q1,5.0,300.0,House,4
Barwon South West,Corangamite,2013Q3,8.0,235.0,House,4
Barwon South West,Corangamite,2014Q1,10.0,260.0,House,4
Barwon South West,Corangamite,2014Q2,7.0,250.0,House,4
Barwon South West,Corangamite,2014Q3,12.0,260.0,House,4
Barwon South West,Corangamite,2014Q4,9.0,260.0,House,4
Barwon South West,Corangamite,2015Q1,6.0,205.0,House,4
Barwon South West,Corangamite,2015Q2,9.0,280.0,House,4
Barwon South West,Corangamite,2015Q3,10.0,295.0,House,4
Barwon South West,Corangamite,2015Q4,10.0,300.0,House,4
Barwon South West,Corangamite,2016Q1,14.0,300.0,House,4
Barwon South West,Corangamite,2016Q2,16.0,263.0,House,4
Barwon South West,Corangamite,2016Q3,14.0,260.0,House,4
Barwon South West,Corangamite,2017Q1,12.0,255.0,House,4
Barwon South West,Corangamite,2017Q2,7.0,300.0,House,4
Barwon South West,Corangamite,2017Q3,9.0,260.0,House,4
Barwon South West,Corangamite,2017Q4,8.0,275.0,House,4
Barwon South West,Corangamite,2018Q1,12.0,308.0,House,4
Barwon South West,Corangamite,2018Q2,7.0,270.0,House,4
Barwon South West,Corangamite,2018Q3,6.0,255.0,House,4
Barwon South West,Corangamite,2018Q4,7.0,300.0,House,4
Barwon South West,Corangamite,2019Q1,9.0,300.0,House,4
Barwon South West,Corangamite,2019Q2,8.0,345.0,House,4
Barwon South West,Corangamite,2019Q3,21.0,425.0,House,4
Barwon South West,Corangamite,2019Q4,6.0,350.0,House,4
Barwon South West,Corangamite,2020Q1,10.0,350.0,House,4
Barwon South West,Corangamite,2020Q2,14.0,315.0,House,4
Barwon South West,Corangamite,2020Q3,7.0,360.0,House,4
Barwon South West,Corangamite,2020Q4,9.0,400.0,House,4
Barwon South West,Corangamite,2021Q1,15.0,350.0,House,4
Barwon South West,Corangamite,2021Q3,7.0,550.0,House,4
Barwon South West,Corangamite,2021Q4,8.0,420.0,House,4
Barwon South West,Corangamite,2022Q1,6.0,370.0,House,4
Barwon South West,Corangamite,2022Q2,8.0,400.0,House,4
Barwon South West,Corangamite,2022Q3,8.0,490.0,House,4
Barwon South West,Corangamite,2022Q4,7.0,400.0,House,4
Barwon South West,Corangamite,2023Q1,7.0,480.0,House,4
Barwon South West,Corangamite,2023Q2,10.0,388.0,House,4
Barwon South West,Corangamite,2023Q3,14.0,450.0,House,4
Barwon South West,Corangamite,2023Q4,7.0,450.0,House,4
Barwon South West,Corangamite,2024Q2,6.0,513.0,House,4
Barwon South West,Corangamite,2024Q4,5.0,410.0,House,4
Barwon South West,Glenelg,1999Q2,8.0,135.0,House,4
Barwon South West,Glenelg,1999Q3,12.0,130.0,House,4
Barwon South West,Glenelg,1999Q4,8.0,118.0,House,4
Barwon South West,Glenelg,2000Q1,14.0,158.0,House,4
Barwon South West,Glenelg,2000Q2,14.0,135.0,House,4
Barwon South West,Glenelg,2000Q3,5.0,150.0,House,4
Barwon South West,Glenelg,2000Q4,6.0,145.0,House,4
Barwon South West,Glenelg,2001Q1,5.0,140.0,House,4
Barwon South West,Glenelg,2001Q2,10.0,138.0,House,4
Barwon South West,Glenelg,2001Q3,7.0,180.0,House,4
Barwon South West,Glenelg,2001Q4,5.0,140.0,House,4
Barwon South West,Glenelg,2002Q1,12.0,155.0,House,4
Barwon South West,Glenelg,2002Q2,10.0,150.0,House,4
Barwon South West,Glenelg,2002Q3,10.0,165.0,House,4
Barwon South West,Glenelg,2002Q4,8.0,180.0,House,4
Barwon South West,Glenelg,2003Q1,7.0,200.0,House,4
Barwon South West,Glenelg,2003Q3,11.0,200.0,House,4
Barwon South West,Glenelg,2003Q4,8.0,235.0,House,4
Barwon South West,Glenelg,2004Q1,12.0,180.0,House,4
Barwon South West,Glenelg,2004Q2,7.0,170.0,House,4
Barwon South West,Glenelg,2004Q4,7.0,180.0,House,4
Barwon South West,Glenelg,2005Q1,9.0,212.0,House,4
Barwon South West,Glenelg,2005Q2,8.0,202.0,House,4
Barwon South West,Glenelg,2005Q3,10.0,200.0,House,4
Barwon South West,Glenelg,2005Q4,15.0,200.0,House,4
Barwon South West,Glenelg,2006Q1,12.0,180.0,House,4
Barwon South West,Glenelg,2006Q2,5.0,230.0,House,4
Barwon South West,Glenelg,2006Q3,7.0,250.0,House,4
Barwon South West,Glenelg,2007Q1,9.0,265.0,House,4
Barwon South West,Glenelg,2007Q2,8.0,253.0,House,4
Barwon South West,Glenelg,2007Q3,13.0,250.0,House,4
Barwon South West,Glenelg,2007Q4,12.0,235.0,House,4
Barwon South West,Glenelg,2008Q1,9.0,220.0,House,4
Barwon South West,Glenelg,2008Q2,12.0,320.0,House,4
Barwon South West,Glenelg,2008Q3,14.0,280.0,House,4
Barwon South West,Glenelg,2008Q4,12.0,250.0,House,4
Barwon South West,Glenelg,2009Q1,10.0,213.0,House,4
Barwon South West,Glenelg,2009Q2,12.0,250.0,House,4
Barwon South West,Glenelg,2009Q3,9.0,280.0,House,4
Barwon South West,Glenelg,2009Q4,9.0,220.0,House,4
Barwon South West,Glenelg,2010Q1,20.0,273.0,House,4
Barwon South West,Glenelg,2010Q2,14.0,260.0,House,4
Barwon South West,Glenelg,2010Q3,21.0,290.0,House,4
Barwon South West,Glenelg,2010Q4,9.0,275.0,House,4
Barwon South West,Glenelg,2011Q1,21.0,280.0,House,4
Barwon South West,Glenelg,2011Q2,14.0,265.0,House,4
Barwon South West,Glenelg,2011Q3,16.0,325.0,House,4
Barwon South West,Glenelg,2011Q4,15.0,240.0,House,4
Barwon South West,Glenelg,2012Q1,20.0,310.0,House,4
Barwon South West,Glenelg,2012Q2,15.0,300.0,House,4
Barwon South West,Glenelg,2012Q3,13.0,280.0,House,4
Barwon South West,Glenelg,2012Q4,10.0,330.0,House,4
Barwon South West,Glenelg,2013Q1,32.0,272.0,House,4
Barwon South West,Glenelg,2013Q2,16.0,235.0,House,4
Barwon South West,Glenelg,2013Q3,14.0,300.0,House,4
Barwon South West,Glenelg,2013Q4,17.0,290.0,House,4
Barwon South West,Glenelg,2014Q1,26.0,260.0,House,4
Barwon South West,Glenelg,2014Q2,12.0,315.0,House,4
Barwon South West,Glenelg,2014Q3,24.0,320.0,House,4
Barwon South West,Glenelg,2014Q4,22.0,298.0,House,4
Barwon South West,Glenelg,2015Q1,16.0,300.0,House,4
Barwon South West,Glenelg,2015Q2,21.0,295.0,House,4
Barwon South West,Glenelg,2015Q3,18.0,298.0,House,4
Barwon South West,Glenelg,2015Q4,10.0,315.0,House,4
Barwon South West,Glenelg,2016Q1,18.0,300.0,House,4
Barwon South West,Glenelg,2016Q2,12.0,305.0,House,4
Barwon South West,Glenelg,2016Q3,17.0,300.0,House,4
Barwon South West,Glenelg,2016Q4,13.0,320.0,House,4
Barwon South West,Glenelg,2017Q1,13.0,310.0,House,4
Barwon South West,Glenelg,2017Q2,9.0,300.0,House,4
Barwon South West,Glenelg,2017Q3,14.0,310.0,House,4
Barwon South West,Glenelg,2017Q4,16.0,293.0,House,4
Barwon South West,Glenelg,2018Q1,10.0,345.0,House,4
Barwon South West,Glenelg,2018Q2,14.0,305.0,House,4
Barwon South West,Glenelg,2018Q3,8.0,300.0,House,4
Barwon South West,Glenelg,2018Q4,10.0,335.0,House,4
Barwon South West,Glenelg,2019Q1,22.0,328.0,House,4
Barwon South West,Glenelg,2019Q2,13.0,340.0,House,4
Barwon South West,Glenelg,2019Q3,13.0,330.0,House,4
Barwon South West,Glenelg,2019Q4,13.0,350.0,House,4
Barwon South West,Glenelg,2020Q1,12.0,380.0,House,4
Barwon South West,Glenelg,2020Q2,13.0,400.0,House,4
Barwon South West,Glenelg,2020Q3,15.0,380.0,House,4
Barwon South West,Glenelg,2020Q4,9.0,380.0,House,4
Barwon South West,Glenelg,2021Q1,9.0,380.0,House,4
Barwon South West,Glenelg,2021Q2,19.0,370.0,House,4
Barwon South West,Glenelg,2021Q3,7.0,400.0,House,4
Barwon South West,Glenelg,2021Q4,9.0,400.0,House,4
Barwon South West,Glenelg,2022Q1,8.0,460.0,House,4
Barwon South West,Glenelg,2022Q2,10.0,400.0,House,4
Barwon South West,Glenelg,2022Q3,11.0,420.0,House,4
Barwon South West,Glenelg,2022Q4,8.0,460.0,House,4
Barwon South West,Glenelg,2023Q1,11.0,450.0,House,4
Barwon South West,Glenelg,2023Q2,8.0,450.0,House,4
Barwon South West,Glenelg,2023Q3,10.0,480.0,House,4
Barwon South West,Glenelg,2023Q4,14.0,490.0,House,4
Barwon South West,Glenelg,2024Q1,21.0,575.0,House,4
Barwon South West,Glenelg,2024Q2,14.0,460.0,House,4
Barwon South West,Glenelg,2024Q3,16.0,550.0,House,4
Barwon South West,Glenelg,2024Q4,12.0,613.0,House,4
Barwon South West,Greater Geelong,1999Q2,86.0,180.0,House,4
Barwon South West,Greater Geelong,1999Q3,92.0,183.0,House,4
Barwon South West,Greater Geelong,1999Q4,81.0,185.0,House,4
Barwon South West,Greater Geelong,2000Q1,107.0,200.0,House,4
Barwon South West,Greater Geelong,2000Q2,69.0,180.0,House,4
Barwon South West,Greater Geelong,2000Q3,67.0,210.0,House,4
Barwon South West,Greater Geelong,2000Q4,89.0,200.0,House,4
Barwon South West,Greater Geelong,2001Q1,87.0,200.0,House,4
Barwon South West,Greater Geelong,2001Q2,63.0,220.0,House,4
Barwon South West,Greater Geelong,2001Q3,68.0,220.0,House,4
Barwon South West,Greater Geelong,2001Q4,73.0,220.0,House,4
Barwon South West,Greater Geelong,2002Q1,101.0,225.0,House,4
Barwon South West,Greater Geelong,2002Q2,84.0,218.0,House,4
Barwon South West,Greater Geelong,2002Q3,85.0,230.0,House,4
Barwon South West,Greater Geelong,2002Q4,83.0,215.0,House,4
Barwon South West,Greater Geelong,2003Q1,99.0,220.0,House,4
Barwon South West,Greater Geelong,2003Q2,69.0,225.0,House,4
Barwon South West,Greater Geelong,2003Q3,109.0,230.0,House,4
Barwon South West,Greater Geelong,2003Q4,134.0,240.0,House,4
Barwon South West,Greater Geelong,2004Q1,105.0,250.0,House,4
Barwon South West,Greater Geelong,2004Q2,60.0,245.0,House,4
Barwon South West,Greater Geelong,2004Q3,78.0,250.0,House,4
Barwon South West,Greater Geelong,2004Q4,114.0,250.0,House,4
Barwon South West,Greater Geelong,2005Q1,114.0,260.0,House,4
Barwon South West,Greater Geelong,2005Q2,106.0,250.0,House,4
Barwon South West,Greater Geelong,2005Q3,110.0,250.0,House,4
Barwon South West,Greater Geelong,2005Q4,98.0,273.0,House,4
Barwon South West,Greater Geelong,2006Q1,119.0,265.0,House,4
Barwon South West,Greater Geelong,2006Q2,80.0,251.0,House,4
Barwon South West,Greater Geelong,2006Q3,100.0,260.0,House,4
Barwon South West,Greater Geelong,2006Q4,93.0,275.0,House,4
Barwon South West,Greater Geelong,2007Q1,146.0,280.0,House,4
Barwon South West,Greater Geelong,2007Q2,101.0,280.0,House,4
Barwon South West,Greater Geelong,2007Q3,102.0,293.0,House,4
Barwon South West,Greater Geelong,2007Q4,107.0,300.0,House,4
Barwon South West,Greater Geelong,2008Q1,143.0,300.0,House,4
Barwon South West,Greater Geelong,2008Q2,139.0,300.0,House,4
Barwon South West,Greater Geelong,2008Q3,115.0,330.0,House,4
Barwon South West,Greater Geelong,2008Q4,117.0,330.0,House,4
Barwon South West,Greater Geelong,2009Q1,132.0,350.0,House,4
Barwon South West,Greater Geelong,2009Q2,144.0,330.0,House,4
Barwon South West,Greater Geelong,2009Q3,151.0,325.0,House,4
Barwon South West,Greater Geelong,2009Q4,131.0,340.0,House,4
Barwon South West,Greater Geelong,2010Q1,159.0,360.0,House,4
Barwon South West,Greater Geelong,2010Q2,147.0,360.0,House,4
Barwon South West,Greater Geelong,2010Q3,160.0,363.0,House,4
Barwon South West,Greater Geelong,2010Q4,156.0,380.0,House,4
Barwon South West,Greater Geelong,2011Q1,172.0,385.0,House,4
Barwon South West,Greater Geelong,2011Q2,151.0,385.0,House,4
Barwon South West,Greater Geelong,2011Q3,188.0,398.0,House,4
Barwon South West,Greater Geelong,2011Q4,199.0,410.0,House,4
Barwon South West,Greater Geelong,2012Q1,233.0,400.0,House,4
Barwon South West,Greater Geelong,2012Q2,160.0,383.0,House,4
Barwon South West,Greater Geelong,2012Q3,204.0,380.0,House,4
Barwon South West,Greater Geelong,2012Q4,203.0,395.0,House,4
Barwon South West,Greater Geelong,2013Q1,264.0,385.0,House,4
Barwon South West,Greater Geelong,2013Q2,207.0,390.0,House,4
Barwon South West,Greater Geelong,2013Q3,241.0,380.0,House,4
Barwon South West,Greater Geelong,2013Q4,252.0,398.0,House,4
Barwon South West,Greater Geelong,2014Q1,282.0,400.0,House,4
Barwon South West,Greater Geelong,2014Q2,230.0,390.0,House,4
Barwon South West,Greater Geelong,2014Q3,282.0,390.0,House,4
Barwon South West,Greater Geelong,2014Q4,279.0,385.0,House,4
Barwon South West,Greater Geelong,2015Q1,300.0,400.0,House,4
Barwon South West,Greater Geelong,2015Q2,270.0,390.0,House,4
Barwon South West,Greater Geelong,2015Q3,309.0,390.0,House,4
Barwon South West,Greater Geelong,2015Q4,286.0,395.0,House,4
Barwon South West,Greater Geelong,2016Q1,317.0,400.0,House,4
Barwon South West,Greater Geelong,2016Q2,290.0,400.0,House,4
Barwon South West,Greater Geelong,2016Q3,309.0,395.0,House,4
Barwon South West,Greater Geelong,2016Q4,355.0,400.0,House,4
Barwon South West,Greater Geelong,2017Q1,390.0,410.0,House,4
Barwon South West,Greater Geelong,2017Q2,346.0,400.0,House,4
Barwon South West,Greater Geelong,2017Q3,377.0,400.0,House,4
Barwon South West,Greater Geelong,2017Q4,371.0,410.0,House,4
Barwon South West,Greater Geelong,2018Q1,436.0,420.0,House,4
Barwon South West,Greater Geelong,2018Q2,361.0,420.0,House,4
Barwon South West,Greater Geelong,2018Q3,409.0,420.0,House,4
Barwon South West,Greater Geelong,2018Q4,411.0,430.0,House,4
Barwon South West,Greater Geelong,2019Q1,421.0,440.0,House,4
Barwon South West,Greater Geelong,2019Q2,384.0,430.0,House,4
Barwon South West,Greater Geelong,2019Q3,489.0,425.0,House,4
Barwon South West,Greater Geelong,2019Q4,497.0,430.0,House,4
Barwon South West,Greater Geelong,2020Q1,476.0,430.0,House,4
Barwon South West,Greater Geelong,2020Q2,442.0,425.0,House,4
Barwon South West,Greater Geelong,2020Q3,435.0,430.0,House,4
Barwon South West,Greater Geelong,2020Q4,417.0,450.0,House,4
Barwon South West,Greater Geelong,2021Q1,432.0,470.0,House,4
Barwon South West,Greater Geelong,2021Q2,411.0,470.0,House,4
Barwon South West,Greater Geelong,2021Q3,459.0,480.0,House,4
Barwon South West,Greater Geelong,2021Q4,453.0,495.0,House,4
Barwon South West,Greater Geelong,2022Q1,411.0,500.0,House,4
Barwon South West,Greater Geelong,2022Q2,319.0,510.0,House,4
Barwon South West,Greater Geelong,2022Q3,515.0,500.0,House,4
Barwon South West,Greater Geelong,2022Q4,519.0,510.0,House,4
Barwon South West,Greater Geelong,2023Q1,502.0,520.0,House,4
Barwon South West,Greater Geelong,2023Q2,406.0,540.0,House,4
Barwon South West,Greater Geelong,2023Q3,403.0,530.0,House,4
Barwon South West,Greater Geelong,2023Q4,441.0,540.0,House,4
Barwon South West,Greater Geelong,2024Q1,459.0,550.0,House,4
Barwon South West,Greater Geelong,2024Q2,442.0,550.0,House,4
Barwon South West,Greater Geelong,2024Q3,549.0,550.0,House,4
Barwon South West,Greater Geelong,2024Q4,619.0,550.0,House,4
Barwon South West,Moyne,1999Q2,7.0,130.0,House,4
Barwon South West,Moyne,1999Q4,5.0,110.0,House,4
Barwon South West,Moyne,2000Q1,8.0,128.0,House,4
Barwon South West,Moyne,2000Q2,8.0,130.0,House,4
Barwon South West,Moyne,2001Q2,7.0,130.0,House,4
Barwon South West,Moyne,2001Q3,6.0,143.0,House,4
Barwon South West,Moyne,2002Q1,8.0,180.0,House,4
Barwon South West,Moyne,2002Q2,6.0,185.0,House,4
Barwon South West,Moyne,2002Q3,5.0,190.0,House,4
Barwon South West,Moyne,2002Q4,6.0,115.0,House,4
Barwon South West,Moyne,2003Q1,5.0,130.0,House,4
Barwon South West,Moyne,2003Q2,9.0,200.0,House,4
Barwon South West,Moyne,2003Q3,5.0,120.0,House,4
Barwon South West,Moyne,2003Q4,6.0,145.0,House,4
Barwon South West,Moyne,2004Q1,5.0,180.0,House,4
Barwon South West,Moyne,2004Q2,8.0,150.0,House,4
Barwon South West,Moyne,2004Q3,6.0,175.0,House,4
Barwon South West,Moyne,2004Q4,7.0,175.0,House,4
Barwon South West,Moyne,2005Q1,8.0,228.0,House,4
Barwon South West,Moyne,2005Q2,6.0,230.0,House,4
Barwon South West,Moyne,2005Q3,12.0,245.0,House,4
Barwon South West,Moyne,2005Q4,5.0,220.0,House,4
Barwon South West,Moyne,2006Q1,5.0,270.0,House,4
Barwon South West,Moyne,2006Q2,9.0,250.0,House,4
Barwon South West,Moyne,2006Q3,7.0,240.0,House,4
Barwon South West,Moyne,2007Q1,11.0,250.0,House,4
Barwon South West,Moyne,2007Q3,7.0,230.0,House,4
Barwon South West,Moyne,2007Q4,8.0,193.0,House,4
Barwon South West,Moyne,2008Q2,8.0,290.0,House,4
Barwon South West,Moyne,2008Q3,10.0,270.0,House,4
Barwon South West,Moyne,2008Q4,6.0,223.0,House,4
Barwon South West,Moyne,2009Q1,5.0,300.0,House,4
Barwon South West,Moyne,2009Q2,13.0,270.0,House,4
Barwon South West,Moyne,2009Q3,11.0,280.0,House,4
Barwon South West,Moyne,2009Q4,7.0,270.0,House,4
Barwon South West,Moyne,2010Q1,9.0,300.0,House,4
Barwon South West,Moyne,2010Q2,8.0,340.0,House,4
Barwon South West,Moyne,2010Q3,6.0,305.0,House,4
Barwon South West,Moyne,2010Q4,9.0,330.0,House,4
Barwon South West,Moyne,2011Q1,10.0,280.0,House,4
Barwon South West,Moyne,2011Q2,6.0,375.0,House,4
Barwon South West,Moyne,2011Q3,6.0,290.0,House,4
Barwon South West,Moyne,2011Q4,6.0,345.0,House,4
Barwon South West,Moyne,2012Q1,9.0,380.0,House,4
Barwon South West,Moyne,2012Q2,8.0,238.0,House,4
Barwon South West,Moyne,2012Q3,14.0,343.0,House,4
Barwon South West,Moyne,2012Q4,11.0,320.0,House,4
Barwon South West,Moyne,2013Q1,8.0,330.0,House,4
Barwon South West,Moyne,2013Q2,8.0,390.0,House,4
Barwon South West,Moyne,2013Q3,13.0,320.0,House,4
Barwon South West,Moyne,2013Q4,10.0,350.0,House,4
Barwon South West,Moyne,2014Q1,9.0,350.0,House,4
Barwon South West,Moyne,2014Q2,10.0,305.0,House,4
Barwon South West,Moyne,2014Q3,14.0,350.0,House,4
Barwon South West,Moyne,2014Q4,9.0,375.0,House,4
Barwon South West,Moyne,2015Q1,13.0,330.0,House,4
Barwon South West,Moyne,2015Q2,8.0,350.0,House,4
Barwon South West,Moyne,2015Q3,5.0,350.0,House,4
Barwon South West,Moyne,2015Q4,6.0,365.0,House,4
Barwon South West,Moyne,2016Q1,9.0,350.0,House,4
Barwon South West,Moyne,2016Q2,8.0,385.0,House,4
Barwon South West,Moyne,2016Q3,12.0,350.0,House,4
Barwon South West,Moyne,2016Q4,11.0,350.0,House,4
Barwon South West,Moyne,2017Q1,7.0,370.0,House,4
Barwon South West,Moyne,2017Q2,13.0,350.0,House,4
Barwon South West,Moyne,2017Q3,8.0,365.0,House,4
Barwon South West,Moyne,2017Q4,13.0,320.0,House,4
Barwon South West,Moyne,2018Q1,12.0,390.0,House,4
